Order ID	Order Date	Customer	Segment	Region	SKU	Product	Product Line	Category	Qty	Unit Price	Unit Cost	Total Revenue	Total Cost
100999	2025-02-11	"Fabrikam, Inc."	B2B	East	ZCR-FBR-FLD	ZavaCore Fiber — Field Grade	Supply	Raw Materials	60	$807.50	$310.00	"$48,450.00"	"$18,600.00"
101005	2025-02-12	Northwind Traders	B2B	Central	ZCF-ST-SST	Field Standard Short Sleeve Top	Field	Tops	200	$44.10	$17.00	"$8,820.00"	"$3,400.00"
101008	2025-02-13	Relecloud	B2B	West	ZCR-FBR-SYS	ZavaCore Fiber — Systems Grade	Supply	Raw Materials	50	"$1,187.50"	$455.00	"$59,375.00"	"$22,750.00"
101009	2025-02-13	"Fabrikam, Inc."	B2B	East	ZCA-INS-01	Smart Insole	Accessories	Footwear	30	$89.00	$28.00	"$2,670.00"	$840.00
101033	2025-02-20	Adventure Works Cycles	B2B	West	ZCF-PR-LEG	Field Premium Performance Leggings	Field	Bottoms	150	$152.10	$52.00	"$22,815.00"	"$7,800.00"
101039	2025-02-21	Adatum Corporation	B2B	East	ZCA-INS-01	Smart Insole	Accessories	Footwear	50	$84.55	$28.00	"$4,227.50"	"$1,400.00"
101045	2025-02-22	Boulder Innovations	B2B	West	ZCR-DEV-01	ZavaCore Developer Kit	Supply	Dev Tools	25	$499.00	$165.00	"$12,475.00"	"$4,125.00"
101046	2025-02-22	Consolidated Messenger	B2B	Central	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	100	$53.10	$20.00	"$5,310.00"	"$2,000.00"
101050	2025-02-23	Boulder Innovations	B2B	West	ZCF-PR-LST	Field Premium Long Sleeve Top	Field	Tops	20	$149.00	$45.00	"$2,980.00"	$900.00
101059	2025-02-25	"Contoso, Ltd."	B2B	West	ZCA-SC-PRO	Smart Cleats Pro	Accessories	Footwear	300	$224.10	$82.00	"$67,230.00"	"$24,600.00"
101060	2025-02-25	Adatum Corporation	B2B	East	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	20	$59.00	$20.00	"$1,180.00"	$400.00
101077	2025-03-01	Northwind Traders	B2B	Central	ZCR-FBR-SYS	ZavaCore Fiber — Systems Grade	Supply	Raw Materials	100	"$1,125.00"	$455.00	"$112,500.00"	"$45,500.00"
101078	2025-03-01	"Contoso, Ltd."	B2B	West	ZCF-PR-LEG	Field Premium Performance Leggings	Field	Bottoms	30	$169.00	$52.00	"$5,070.00"	"$1,560.00"
101091	2025-03-03	"VanArsdel, Ltd."	B2B	East	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	20	$279.00	$88.00	"$5,580.00"	"$1,760.00"
101111	2025-03-07	"Fabrikam, Inc."	B2B	East	ZCF-PR-LST	Field Premium Long Sleeve Top	Field	Tops	300	$134.10	$45.00	"$40,230.00"	"$13,500.00"
101118	2025-03-08	Northwind Traders	B2B	Central	ZCA-INS-01	Smart Insole	Accessories	Footwear	40	$89.00	$28.00	"$3,560.00"	"$1,120.00"
101122	2025-03-09	Trey Research	B2B	West	ZCF-EL-LST	Field Elite Long Sleeve Top	Field	Tops	10	$89.00	$28.00	$890.00	$280.00
101126	2025-03-10	Trey Research	B2B	West	ZCR-FBR-FLD	ZavaCore Fiber — Field Grade	Supply	Raw Materials	50	$807.50	$310.00	"$40,375.00"	"$15,500.00"
101140	2025-03-13	"Fabrikam, Inc."	B2B	East	ZCF-EL-LEG	Field Elite Performance Leggings	Field	Bottoms	60	$113.05	$38.00	"$6,783.00"	"$2,280.00"
101141	2025-03-13	Alpine Ski House	B2B	West	ZCF-EL-LEG	Field Elite Performance Leggings	Field	Bottoms	100	$107.10	$38.00	"$10,710.00"	"$3,800.00"
101153	2025-03-15	Consolidated Messenger	B2B	Central	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	100	$116.10	$40.00	"$11,610.00"	"$4,000.00"
101163	2025-03-17	"VanArsdel, Ltd."	B2B	East	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	40	$129.00	$40.00	"$5,160.00"	"$1,600.00"
101188	2025-03-22	"Fabrikam, Inc."	B2B	East	ZCR-FBR-SYS	ZavaCore Fiber — Systems Grade	Supply	Raw Materials	30	"$1,250.00"	$455.00	"$37,500.00"	"$13,650.00"
101191	2025-03-23	Trey Research	B2B	West	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	100	$161.10	$58.00	"$16,110.00"	"$5,800.00"
101202	2025-03-26	"Fabrikam, Inc."	B2B	East	ZCF-EL-LST	Field Elite Long Sleeve Top	Field	Tops	300	$80.10	$28.00	"$24,030.00"	"$8,400.00"
101207	2025-03-27	Bellows College	B2B	East	ZCF-EL-LST	Field Elite Long Sleeve Top	Field	Tops	10	$89.00	$28.00	$890.00	$280.00
101228	2025-03-31	"Contoso, Ltd."	B2B	West	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	60	$265.05	$88.00	"$15,903.00"	"$5,280.00"
101234	2025-04-01	"Contoso, Ltd."	B2B	West	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	225	$251.10	$88.00	"$56,497.50"	"$19,800.00"
101242	2025-04-03	Adventure Works Cycles	B2B	West	ZCF-EL-LEG	Field Elite Performance Leggings	Field	Bottoms	30	$119.00	$38.00	"$3,570.00"	"$1,140.00"
101250	2025-04-05	Consolidated Messenger	B2B	Central	ZCF-PR-LST	Field Premium Long Sleeve Top	Field	Tops	25	$149.00	$45.00	"$3,725.00"	"$1,125.00"
101257	2025-04-06	Wide World Importers	B2B	Central	ZCR-FBR-FLD	ZavaCore Fiber — Field Grade	Supply	Raw Materials	15	$850.00	$310.00	"$12,750.00"	"$4,650.00"
101266	2025-04-08	Bellows College	B2B	East	ZCF-PR-LEG	Field Premium Performance Leggings	Field	Bottoms	20	$169.00	$52.00	"$3,380.00"	"$1,040.00"
101272	2025-04-09	Alpine Ski House	B2B	West	ZCA-INS-01	Smart Insole	Accessories	Footwear	50	$84.55	$28.00	"$4,227.50"	"$1,400.00"
101282	2025-04-11	Boulder Innovations	B2B	West	ZCF-PR-SST	Field Premium Short Sleeve Top	Field	Tops	25	$129.00	$39.00	"$3,225.00"	$975.00
101286	2025-04-12	"Fabrikam, Inc."	B2B	East	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	300	$116.10	$40.00	"$34,830.00"	"$12,000.00"
101309	2025-04-17	Alpine Ski House	B2B	West	ZCF-PR-SST	Field Premium Short Sleeve Top	Field	Tops	20	$129.00	$39.00	"$2,580.00"	$780.00
101314	2025-04-18	"Fabrikam, Inc."	B2B	East	ZCR-FBR-NAN	ZavaCore Fiber — Nano Grade	Supply	Raw Materials	45	"$2,400.00"	$880.00	"$108,000.00"	"$39,600.00"
101318	2025-04-19	"Fabrikam, Inc."	B2B	East	ZCF-EL-LEG	Field Elite Performance Leggings	Field	Bottoms	300	$107.10	$38.00	"$32,130.00"	"$11,400.00"
101326	2025-04-21	Consolidated Messenger	B2B	Central	ZCF-EL-LST	Field Elite Long Sleeve Top	Field	Tops	75	$84.55	$28.00	"$6,341.25"	"$2,100.00"
101333	2025-04-22	Wide World Importers	B2B	Central	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	30	$179.00	$58.00	"$5,370.00"	"$1,740.00"
101334	2025-04-22	Trey Research	B2B	West	ZCF-EL-LEG	Field Elite Performance Leggings	Field	Bottoms	10	$119.00	$38.00	"$1,190.00"	$380.00
101342	2025-04-24	Bellows College	B2B	East	ZCF-PR-LST	Field Premium Long Sleeve Top	Field	Tops	10	$149.00	$45.00	"$1,490.00"	$450.00
101343	2025-04-24	"Contoso, Ltd."	B2B	West	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	150	$116.10	$40.00	"$17,415.00"	"$6,000.00"
101349	2025-04-25	"VanArsdel, Ltd."	B2B	East	ZCF-ST-ETJ	Field Standard Extreme Temp Jacket	Field	Outerwear	200	$179.10	$65.00	"$35,820.00"	"$13,000.00"
101350	2025-04-25	Trey Research	B2B	West	ZCF-PR-LEG	Field Premium Performance Leggings	Field	Bottoms	25	$169.00	$52.00	"$4,225.00"	"$1,300.00"
101357	2025-04-26	Adventure Works Cycles	B2B	West	ZCF-ST-SST	Field Standard Short Sleeve Top	Field	Tops	300	$44.10	$17.00	"$13,230.00"	"$5,100.00"
101361	2025-04-27	Wide World Importers	B2B	Central	ZCF-PR-SST	Field Premium Short Sleeve Top	Field	Tops	30	$129.00	$39.00	"$3,870.00"	"$1,170.00"
101374	2025-04-29	Consolidated Messenger	B2B	Central	ZCA-SC-PRO	Smart Cleats Pro	Accessories	Footwear	100	$224.10	$82.00	"$22,410.00"	"$8,200.00"
101380	2025-04-30	Wide World Importers	B2B	Central	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	30	$79.00	$25.00	"$2,370.00"	$750.00
101385	2025-05-01	Boulder Innovations	B2B	West	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	75	$170.05	$58.00	"$12,753.75"	"$4,350.00"
101391	2025-05-02	Wide World Importers	B2B	Central	ZCR-DEV-01	ZavaCore Developer Kit	Supply	Dev Tools	60	$474.05	$165.00	"$28,443.00"	"$9,900.00"
101396	2025-05-03	"Contoso, Ltd."	B2B	West	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	300	$116.10	$40.00	"$34,830.00"	"$12,000.00"
101397	2025-05-03	Adventure Works Cycles	B2B	West	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	60	$75.05	$25.00	"$4,503.00"	"$1,500.00"
101406	2025-05-05	"Contoso, Ltd."	B2B	West	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	75	$75.05	$25.00	"$5,628.75"	"$1,875.00"
101413	2025-05-06	Wide World Importers	B2B	Central	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	300	$116.10	$40.00	"$34,830.00"	"$12,000.00"
101419	2025-05-08	Adventure Works Cycles	B2B	West	ZCF-PR-LST	Field Premium Long Sleeve Top	Field	Tops	60	$141.55	$45.00	"$8,493.00"	"$2,700.00"
101420	2025-05-08	Wide World Importers	B2B	Central	ZCR-DEV-01	ZavaCore Developer Kit	Supply	Dev Tools	15	$499.00	$165.00	"$7,485.00"	"$2,475.00"
101429	2025-05-10	Relecloud	B2B	West	ZCF-PR-SST	Field Premium Short Sleeve Top	Field	Tops	100	$116.10	$39.00	"$11,610.00"	"$3,900.00"
101448	2025-05-14	Adventure Works Cycles	B2B	West	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	30	$129.00	$40.00	"$3,870.00"	"$1,200.00"
101452	2025-05-15	Adventure Works Cycles	B2B	West	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	150	$116.10	$40.00	"$17,415.00"	"$6,000.00"
101456	2025-05-16	Adatum Corporation	B2B	East	ZCF-PR-SST	Field Premium Short Sleeve Top	Field	Tops	40	$129.00	$39.00	"$5,160.00"	"$1,560.00"
101468	2025-05-19	"Contoso, Ltd."	B2B	West	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	300	$71.10	$25.00	"$21,330.00"	"$7,500.00"
101474	2025-05-20	Alpine Ski House	B2B	West	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	150	$161.10	$58.00	"$24,165.00"	"$8,700.00"
101478	2025-05-21	Trey Research	B2B	West	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	50	$170.05	$58.00	"$8,502.50"	"$2,900.00"
101479	2025-05-21	"Contoso, Ltd."	B2B	West	ZCF-EL-LEG	Field Elite Performance Leggings	Field	Bottoms	300	$107.10	$38.00	"$32,130.00"	"$11,400.00"
101489	2025-05-23	Wide World Importers	B2B	Central	ZCF-EL-LEG	Field Elite Performance Leggings	Field	Bottoms	60	$113.05	$38.00	"$6,783.00"	"$2,280.00"
101493	2025-05-24	Relecloud	B2B	West	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	150	$53.10	$20.00	"$7,965.00"	"$3,000.00"
101494	2025-05-24	Relecloud	B2B	West	ZCF-PR-SST	Field Premium Short Sleeve Top	Field	Tops	200	$116.10	$39.00	"$23,220.00"	"$7,800.00"
101517	2025-05-30	Trey Research	B2B	West	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	20	$129.00	$40.00	"$2,580.00"	$800.00
101532	2025-06-03	Wide World Importers	B2B	Central	ZCF-ST-CYC	Field Standard Cycling Jersey	Field	Tops	60	$94.05	$33.00	"$5,643.00"	"$1,980.00"
101533	2025-06-03	Wide World Importers	B2B	Central	ZCF-EL-LEG	Field Elite Performance Leggings	Field	Bottoms	60	$113.05	$38.00	"$6,783.00"	"$2,280.00"
101537	2025-06-04	"VanArsdel, Ltd."	B2B	East	ZCF-PR-CYC	Field Premium Cycling Jersey	Field	Tops	100	$134.10	$46.00	"$13,410.00"	"$4,600.00"
101541	2025-06-05	Wide World Importers	B2B	Central	ZCF-EL-LEG	Field Elite Performance Leggings	Field	Bottoms	30	$119.00	$38.00	"$3,570.00"	"$1,140.00"
101545	2025-06-06	Northwind Traders	B2B	Central	ZCF-EL-LST	Field Elite Long Sleeve Top	Field	Tops	100	$80.10	$28.00	"$8,010.00"	"$2,800.00"
101548	2025-06-07	Adatum Corporation	B2B	East	ZCF-ST-SST	Field Standard Short Sleeve Top	Field	Tops	50	$46.55	$17.00	"$2,327.50"	$850.00
101550	2025-06-08	"Fabrikam, Inc."	B2B	East	ZCF-ST-CYC	Field Standard Cycling Jersey	Field	Tops	60	$94.05	$33.00	"$5,643.00"	"$1,980.00"
101556	2025-06-09	Alpine Ski House	B2B	West	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	20	$129.00	$40.00	"$2,580.00"	$800.00
101561	2025-06-10	"VanArsdel, Ltd."	B2B	East	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	100	$53.10	$20.00	"$5,310.00"	"$2,000.00"
101567	2025-06-11	Bellows College	B2B	East	ZCF-PR-CYC	Field Premium Cycling Jersey	Field	Tops	25	$149.00	$46.00	"$3,725.00"	"$1,150.00"
101570	2025-06-12	Boulder Innovations	B2B	West	ZCR-FBR-SYS	ZavaCore Fiber — Systems Grade	Supply	Raw Materials	10	"$1,250.00"	$455.00	"$12,500.00"	"$4,550.00"
101571	2025-06-12	Trey Research	B2B	West	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	75	$170.05	$58.00	"$12,753.75"	"$4,350.00"
101580	2025-06-14	Adventure Works Cycles	B2B	West	ZCF-EL-LEG	Field Elite Performance Leggings	Field	Bottoms	60	$113.05	$38.00	"$6,783.00"	"$2,280.00"
101587	2025-06-15	Adatum Corporation	B2B	East	ZCF-ST-RVS	Field Standard Running Vest	Field	Tops	200	$62.10	$23.00	"$12,420.00"	"$4,600.00"
101588	2025-06-15	Alpine Ski House	B2B	West	ZCF-ST-CYC	Field Standard Cycling Jersey	Field	Tops	20	$99.00	$33.00	"$1,980.00"	$660.00
101594	2025-06-16	Adventure Works Cycles	B2B	West	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	60	$56.05	$20.00	"$3,363.00"	"$1,200.00"
101599	2025-06-17	"Contoso, Ltd."	B2B	West	ZCF-ST-CYC	Field Standard Cycling Jersey	Field	Tops	225	$89.10	$33.00	"$20,047.50"	"$7,425.00"
101600	2025-06-17	Boulder Innovations	B2B	West	ZCR-FBR-FLD	ZavaCore Fiber — Field Grade	Supply	Raw Materials	10	$850.00	$310.00	"$8,500.00"	"$3,100.00"
101608	2025-06-19	Alpine Ski House	B2B	West	ZCF-PR-CYC	Field Premium Cycling Jersey	Field	Tops	20	$149.00	$46.00	"$2,980.00"	$920.00
101618	2025-06-20	Northwind Traders	B2B	Central	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	50	$122.55	$40.00	"$6,127.50"	"$2,000.00"
101623	2025-06-21	Adventure Works Cycles	B2B	West	ZCF-PR-LEG	Field Premium Performance Leggings	Field	Bottoms	150	$152.10	$52.00	"$22,815.00"	"$7,800.00"
101624	2025-06-21	"Fabrikam, Inc."	B2B	East	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	150	$71.10	$25.00	"$10,665.00"	"$3,750.00"
101635	2025-06-23	Boulder Innovations	B2B	West	ZCF-ST-SST	Field Standard Short Sleeve Top	Field	Tops	10	$49.00	$17.00	$490.00	$170.00
101641	2025-06-24	Bellows College	B2B	East	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	10	$129.00	$40.00	"$1,290.00"	$400.00
101647	2025-06-25	Adatum Corporation	B2B	East	ZCF-PR-SST	Field Premium Short Sleeve Top	Field	Tops	50	$122.55	$39.00	"$6,127.50"	"$1,950.00"
101657	2025-06-27	"Fabrikam, Inc."	B2B	East	ZCF-PR-RVS	Field Premium Running Vest	Field	Tops	30	$109.00	$34.00	"$3,270.00"	"$1,020.00"
101668	2025-06-29	Consolidated Messenger	B2B	Central	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	20	$279.00	$88.00	"$5,580.00"	"$1,760.00"
101669	2025-06-29	Northwind Traders	B2B	Central	ZCA-INS-01	Smart Insole	Accessories	Footwear	200	$80.10	$28.00	"$16,020.00"	"$5,600.00"
101674	2025-06-30	Consolidated Messenger	B2B	Central	ZCF-PR-SST	Field Premium Short Sleeve Top	Field	Tops	20	$129.00	$39.00	"$2,580.00"	$780.00
101675	2025-06-30	Relecloud	B2B	West	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	150	$71.10	$25.00	"$10,665.00"	"$3,750.00"
101678	2025-07-01	"Fabrikam, Inc."	B2B	East	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	300	$71.10	$25.00	"$21,330.00"	"$7,500.00"
101679	2025-07-01	Boulder Innovations	B2B	West	ZCR-FBR-SYS	ZavaCore Fiber — Systems Grade	Supply	Raw Materials	10	"$1,250.00"	$455.00	"$12,500.00"	"$4,550.00"
101680	2025-07-01	Boulder Innovations	B2B	West	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	25	$279.00	$88.00	"$6,975.00"	"$2,200.00"
101696	2025-07-04	Boulder Innovations	B2B	West	ZCR-DEV-01	ZavaCore Developer Kit	Supply	Dev Tools	25	$499.00	$165.00	"$12,475.00"	"$4,125.00"
101697	2025-07-04	Northwind Traders	B2B	Central	ZCF-PR-RVS	Field Premium Running Vest	Field	Tops	200	$98.10	$34.00	"$19,620.00"	"$6,800.00"
101702	2025-07-05	"Contoso, Ltd."	B2B	West	ZCF-ST-ETJ	Field Standard Extreme Temp Jacket	Field	Outerwear	75	$189.05	$65.00	"$14,178.75"	"$4,875.00"
101709	2025-07-06	"Fabrikam, Inc."	B2B	East	ZCA-SC-PRO	Smart Cleats Pro	Accessories	Footwear	225	$224.10	$82.00	"$50,422.50"	"$18,450.00"
101720	2025-07-09	Consolidated Messenger	B2B	Central	ZCF-EL-LEG	Field Elite Performance Leggings	Field	Bottoms	10	$119.00	$38.00	"$1,190.00"	$380.00
101724	2025-07-10	Boulder Innovations	B2B	West	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	25	$179.00	$58.00	"$4,475.00"	"$1,450.00"
101725	2025-07-10	Bellows College	B2B	East	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	100	$116.10	$40.00	"$11,610.00"	"$4,000.00"
101732	2025-07-11	"Contoso, Ltd."	B2B	West	ZCA-SC-PRO	Smart Cleats Pro	Accessories	Footwear	300	$224.10	$82.00	"$67,230.00"	"$24,600.00"
101733	2025-07-11	Northwind Traders	B2B	Central	ZCF-EL-LST	Field Elite Long Sleeve Top	Field	Tops	150	$80.10	$28.00	"$12,015.00"	"$4,200.00"
101734	2025-07-11	Boulder Innovations	B2B	West	ZCR-FBR-FLD	ZavaCore Fiber — Field Grade	Supply	Raw Materials	50	$807.50	$310.00	"$40,375.00"	"$15,500.00"
101741	2025-07-13	Trey Research	B2B	West	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	75	$170.05	$58.00	"$12,753.75"	"$4,350.00"
101759	2025-07-16	Trey Research	B2B	West	ZCR-DEV-01	ZavaCore Developer Kit	Supply	Dev Tools	15	$499.00	$165.00	"$7,485.00"	"$2,475.00"
101783	2025-07-22	Consolidated Messenger	B2B	Central	ZCF-EL-LST	Field Elite Long Sleeve Top	Field	Tops	75	$84.55	$28.00	"$6,341.25"	"$2,100.00"
101790	2025-07-25	Wide World Importers	B2B	Central	ZCR-FBR-NAN	ZavaCore Fiber — Nano Grade	Supply	Raw Materials	30	"$2,400.00"	$880.00	"$72,000.00"	"$26,400.00"
101791	2025-07-25	Adventure Works Cycles	B2B	West	ZCF-EL-LEG	Field Elite Performance Leggings	Field	Bottoms	300	$107.10	$38.00	"$32,130.00"	"$11,400.00"
101806	2025-07-28	"Contoso, Ltd."	B2B	West	ZCA-INS-01	Smart Insole	Accessories	Footwear	300	$80.10	$28.00	"$24,030.00"	"$8,400.00"
101813	2025-07-29	Alpine Ski House	B2B	West	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	150	$71.10	$25.00	"$10,665.00"	"$3,750.00"
101814	2025-07-29	"Fabrikam, Inc."	B2B	East	ZCF-ST-ETJ	Field Standard Extreme Temp Jacket	Field	Outerwear	225	$179.10	$65.00	"$40,297.50"	"$14,625.00"
101826	2025-08-01	"Contoso, Ltd."	B2B	West	ZCF-PR-RVS	Field Premium Running Vest	Field	Tops	60	$103.55	$34.00	"$6,213.00"	"$2,040.00"
101832	2025-08-02	Wide World Importers	B2B	Central	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	30	$59.00	$20.00	"$1,770.00"	$600.00
101841	2025-08-04	"Fabrikam, Inc."	B2B	East	ZCR-FBR-SYS	ZavaCore Fiber — Systems Grade	Supply	Raw Materials	45	"$1,250.00"	$455.00	"$56,250.00"	"$20,475.00"
101845	2025-08-05	Bellows College	B2B	East	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	20	$79.00	$25.00	"$1,580.00"	$500.00
101852	2025-08-06	Trey Research	B2B	West	ZCF-PR-LST	Field Premium Long Sleeve Top	Field	Tops	20	$149.00	$45.00	"$2,980.00"	$900.00
101854	2025-08-07	Relecloud	B2B	West	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	150	$116.10	$40.00	"$17,415.00"	"$6,000.00"
101861	2025-08-08	Trey Research	B2B	West	ZCF-ST-CYC	Field Standard Cycling Jersey	Field	Tops	25	$99.00	$33.00	"$2,475.00"	$825.00
101867	2025-08-09	Bellows College	B2B	East	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	75	$75.05	$25.00	"$5,628.75"	"$1,875.00"
101875	2025-08-10	"VanArsdel, Ltd."	B2B	East	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	150	$71.10	$25.00	"$10,665.00"	"$3,750.00"
101886	2025-08-13	"Fabrikam, Inc."	B2B	East	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	60	$122.55	$40.00	"$7,353.00"	"$2,400.00"
101893	2025-08-15	Adatum Corporation	B2B	East	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	150	$53.10	$20.00	"$7,965.00"	"$3,000.00"
101900	2025-08-17	Wide World Importers	B2B	Central	ZCF-ST-CYC	Field Standard Cycling Jersey	Field	Tops	150	$89.10	$33.00	"$13,365.00"	"$4,950.00"
101901	2025-08-17	Northwind Traders	B2B	Central	ZCF-PR-LEG	Field Premium Performance Leggings	Field	Bottoms	40	$169.00	$52.00	"$6,760.00"	"$2,080.00"
101913	2025-08-19	Alpine Ski House	B2B	West	ZCF-PR-LST	Field Premium Long Sleeve Top	Field	Tops	100	$134.10	$45.00	"$13,410.00"	"$4,500.00"
101914	2025-08-19	Bellows College	B2B	East	ZCF-ST-ETJ	Field Standard Extreme Temp Jacket	Field	Outerwear	10	$199.00	$65.00	"$1,990.00"	$650.00
101926	2025-08-22	"Contoso, Ltd."	B2B	West	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	30	$179.00	$58.00	"$5,370.00"	"$1,740.00"
101934	2025-08-24	Relecloud	B2B	West	ZCF-PR-CYC	Field Premium Cycling Jersey	Field	Tops	200	$134.10	$46.00	"$26,820.00"	"$9,200.00"
101938	2025-08-25	Trey Research	B2B	West	ZCA-SC-PRO	Smart Cleats Pro	Accessories	Footwear	100	$224.10	$82.00	"$22,410.00"	"$8,200.00"
101943	2025-08-26	Wide World Importers	B2B	Central	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	30	$179.00	$58.00	"$5,370.00"	"$1,740.00"
101948	2025-08-27	Consolidated Messenger	B2B	Central	ZCF-ST-ETJ	Field Standard Extreme Temp Jacket	Field	Outerwear	20	$199.00	$65.00	"$3,980.00"	"$1,300.00"
101953	2025-08-28	"Contoso, Ltd."	B2B	West	ZCF-PR-LST	Field Premium Long Sleeve Top	Field	Tops	150	$134.10	$45.00	"$20,115.00"	"$6,750.00"
101959	2025-08-29	Trey Research	B2B	West	ZCR-FBR-NAN	ZavaCore Fiber — Nano Grade	Supply	Raw Materials	15	"$2,400.00"	$880.00	"$36,000.00"	"$13,200.00"
101974	2025-09-01	Trey Research	B2B	West	ZCR-DEV-01	ZavaCore Developer Kit	Supply	Dev Tools	25	$499.00	$165.00	"$12,475.00"	"$4,125.00"
101975	2025-09-01	Adatum Corporation	B2B	East	ZCF-PR-LEG	Field Premium Performance Leggings	Field	Bottoms	40	$169.00	$52.00	"$6,760.00"	"$2,080.00"
101980	2025-09-02	Alpine Ski House	B2B	West	ZCF-ST-CYC	Field Standard Cycling Jersey	Field	Tops	20	$99.00	$33.00	"$1,980.00"	$660.00
101994	2025-09-04	"VanArsdel, Ltd."	B2B	East	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	150	$53.10	$20.00	"$7,965.00"	"$3,000.00"
101995	2025-09-04	Bellows College	B2B	East	ZCF-PR-CYC	Field Premium Cycling Jersey	Field	Tops	25	$149.00	$46.00	"$3,725.00"	"$1,150.00"
101998	2025-09-05	Northwind Traders	B2B	Central	ZCF-ST-CYC	Field Standard Cycling Jersey	Field	Tops	200	$89.10	$33.00	"$17,820.00"	"$6,600.00"
102004	2025-09-06	Northwind Traders	B2B	Central	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	150	$251.10	$88.00	"$37,665.00"	"$13,200.00"
102009	2025-09-07	"VanArsdel, Ltd."	B2B	East	ZCF-PR-LST	Field Premium Long Sleeve Top	Field	Tops	20	$149.00	$45.00	"$2,980.00"	$900.00
102010	2025-09-07	Adatum Corporation	B2B	East	ZCF-EL-LST	Field Elite Long Sleeve Top	Field	Tops	20	$89.00	$28.00	"$1,780.00"	$560.00
102011	2025-09-07	"Fabrikam, Inc."	B2B	East	ZCF-PR-LEG	Field Premium Performance Leggings	Field	Bottoms	75	$160.55	$52.00	"$12,041.25"	"$3,900.00"
102023	2025-09-10	Relecloud	B2B	West	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	150	$251.10	$88.00	"$37,665.00"	"$13,200.00"
102033	2025-09-12	Wide World Importers	B2B	Central	ZCF-PR-CYC	Field Premium Cycling Jersey	Field	Tops	30	$149.00	$46.00	"$4,470.00"	"$1,380.00"
102041	2025-09-13	"VanArsdel, Ltd."	B2B	East	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	100	$251.10	$88.00	"$25,110.00"	"$8,800.00"
102049	2025-09-14	"VanArsdel, Ltd."	B2B	East	ZCF-PR-RVS	Field Premium Running Vest	Field	Tops	150	$98.10	$34.00	"$14,715.00"	"$5,100.00"
