Order ID,Order Date,Customer,Segment,Region,SKU,Product,Product Line,Category,Qty,Unit Price,Unit Cost,Total Revenue,Total Cost,Gross Profit,Margin %,Delivery Date,Status
100328,2024-09-08,"Contoso, Ltd.",B2C,Central,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,2,$179.00,$58.00,$358.00,$116.00,$242.00,67.6%,2024-09-17,Delivered
100329,2024-09-08,Sporting Goods Retail,B2C,East,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,3,$179.00,$58.00,$537.00,$174.00,$363.00,67.6%,2024-09-14,Delivered
100330,2024-09-08,Bellows College,B2B,East,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,75,$160.55,$52.00,"$12,041.25","$3,900.00","$8,141.25",67.6%,2024-09-17,Delivered
100331,2024-09-09,"Contoso, Ltd.",B2C,West,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,1,$169.00,$52.00,$169.00,$52.00,$117.00,69.2%,2024-09-12,Delivered
100332,2024-09-10,Direct eCommerce,B2C,East,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,2,$129.00,$39.00,$258.00,$78.00,$180.00,69.8%,2024-09-18,Delivered
100333,2024-09-10,Direct eCommerce,B2C,International,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,1,$179.00,$58.00,$179.00,$58.00,$121.00,67.6%,2024-09-14,Delivered
100334,2024-09-10,"Contoso, Ltd.",B2C,East,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,3,$179.00,$58.00,$537.00,$174.00,$363.00,67.6%,2024-09-19,Delivered
100335,2024-09-10,"Contoso, Ltd.",B2C,International,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,2,$179.00,$58.00,$358.00,$116.00,$242.00,67.6%,2024-09-17,Delivered
100336,2024-09-10,Direct eCommerce,B2C,East,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,1,$89.00,$28.00,$89.00,$28.00,$61.00,68.5%,2024-09-14,Delivered
100337,2024-09-11,Direct eCommerce,B2C,West,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,2,$149.00,$45.00,$298.00,$90.00,$208.00,69.8%,2024-09-21,Delivered
100338,2024-09-11,Direct eCommerce,B2C,East,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,1,$89.00,$28.00,$89.00,$28.00,$61.00,68.5%,2024-09-20,Delivered
100339,2024-09-11,"Contoso, Ltd.",B2C,International,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,5,$169.00,$52.00,$845.00,$260.00,$585.00,69.2%,2024-09-20,Delivered
100340,2024-09-11,Sporting Goods Retail,B2C,East,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-09-19,Delivered
100341,2024-09-11,Alpine Ski House,B2B,West,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,150,$152.10,$52.00,"$22,815.00","$7,800.00","$15,015.00",65.8%,2024-09-30,Delivered
100342,2024-09-12,Direct eCommerce,B2C,Central,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,3,$129.00,$39.00,$387.00,$117.00,$270.00,69.8%,2024-09-22,Delivered
100343,2024-09-13,Direct eCommerce,B2C,International,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,3,$249.00,$82.00,$747.00,$246.00,$501.00,67.1%,2024-09-21,Delivered
100344,2024-09-13,Sporting Goods Retail,B2C,West,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,1,$79.00,$25.00,$79.00,$25.00,$54.00,68.4%,2024-09-16,Delivered
100345,2024-09-14,Direct eCommerce,B2C,West,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,1,$89.00,$28.00,$89.00,$28.00,$61.00,68.5%,2024-09-17,Delivered
100346,2024-09-14,Sporting Goods Retail,B2C,West,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,2,$179.00,$58.00,$358.00,$116.00,$242.00,67.6%,2024-09-20,Delivered
100347,2024-09-14,Direct eCommerce,B2C,East,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,1,$89.00,$28.00,$89.00,$28.00,$61.00,68.5%,2024-09-17,Delivered
100348,2024-09-14,Direct eCommerce,B2C,East,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,2,$79.00,$25.00,$158.00,$50.00,$108.00,68.4%,2024-09-22,Delivered
100349,2024-09-15,Direct eCommerce,B2C,East,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,1,$169.00,$52.00,$169.00,$52.00,$117.00,69.2%,2024-09-24,Delivered
100350,2024-09-16,"Contoso, Ltd.",B2C,International,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,2,$79.00,$25.00,$158.00,$50.00,$108.00,68.4%,2024-09-19,Delivered
100351,2024-09-16,Sporting Goods Retail,B2C,International,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,4,$169.00,$52.00,$676.00,$208.00,$468.00,69.2%,2024-09-24,Delivered
100352,2024-09-16,Direct eCommerce,B2C,International,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-09-21,Delivered
100353,2024-09-16,Relecloud,B2B,West,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,100,$161.10,$58.00,"$16,110.00","$5,800.00","$10,310.00",64.0%,2024-09-30,Delivered
100354,2024-09-17,Direct eCommerce,B2C,International,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,3,$79.00,$25.00,$237.00,$75.00,$162.00,68.4%,2024-09-26,Delivered
100355,2024-09-17,Direct eCommerce,B2C,East,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,1,$79.00,$25.00,$79.00,$25.00,$54.00,68.4%,2024-09-25,Delivered
100356,2024-09-17,Direct eCommerce,B2C,West,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,4,$149.00,$45.00,$596.00,$180.00,$416.00,69.8%,2024-09-23,Delivered
100357,2024-09-17,Sporting Goods Retail,B2C,West,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,1,$89.00,$28.00,$89.00,$28.00,$61.00,68.5%,2024-09-21,Delivered
100358,2024-09-18,Direct eCommerce,B2C,Central,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,1,$129.00,$39.00,$129.00,$39.00,$90.00,69.8%,2024-09-21,Delivered
100359,2024-09-18,Sporting Goods Retail,B2C,West,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,4,$129.00,$39.00,$516.00,$156.00,$360.00,69.8%,2024-09-28,Delivered
100360,2024-09-18,Sporting Goods Retail,B2C,East,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,2,$129.00,$39.00,$258.00,$78.00,$180.00,69.8%,2024-09-27,Delivered
100361,2024-09-18,Direct eCommerce,B2C,International,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,2,$129.00,$39.00,$258.00,$78.00,$180.00,69.8%,2024-09-28,Delivered
100362,2024-09-18,"Contoso, Ltd.",B2B,West,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,75,$75.05,$25.00,"$5,628.75","$1,875.00","$3,753.75",66.7%,2024-10-03,Delivered
100363,2024-09-18,Adatum Corporation,B2B,East,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,100,$161.10,$58.00,"$16,110.00","$5,800.00","$10,310.00",64.0%,2024-09-28,Delivered
100364,2024-09-19,Direct eCommerce,B2C,Central,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,4,$169.00,$52.00,$676.00,$208.00,$468.00,69.2%,2024-09-28,Delivered
100365,2024-09-19,Direct eCommerce,B2C,East,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,2,$89.00,$28.00,$178.00,$56.00,$122.00,68.5%,2024-09-22,Delivered
100366,2024-09-19,"Contoso, Ltd.",B2C,International,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,2,$119.00,$38.00,$238.00,$76.00,$162.00,68.1%,2024-09-26,Delivered
100367,2024-09-19,Direct eCommerce,B2C,International,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,1,$79.00,$25.00,$79.00,$25.00,$54.00,68.4%,2024-09-25,Delivered
100368,2024-09-20,"Contoso, Ltd.",B2C,International,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,1,$169.00,$52.00,$169.00,$52.00,$117.00,69.2%,2024-09-30,Delivered
100369,2024-09-21,"Contoso, Ltd.",B2C,International,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,1,$79.00,$25.00,$79.00,$25.00,$54.00,68.4%,2024-09-26,Delivered
100370,2024-09-21,Direct eCommerce,B2C,West,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,2,$89.00,$28.00,$178.00,$56.00,$122.00,68.5%,2024-09-24,Delivered
100371,2024-09-21,Sporting Goods Retail,B2C,East,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-09-25,Delivered
100372,2024-09-21,"Contoso, Ltd.",B2C,International,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,1,$79.00,$25.00,$79.00,$25.00,$54.00,68.4%,2024-09-29,Delivered
100373,2024-09-21,Adventure Works Cycles,B2B,West,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,300,$71.10,$25.00,"$21,330.00","$7,500.00","$13,830.00",64.8%,2024-10-19,Delivered
100374,2024-09-21,Consolidated Messenger,B2B,Central,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,100,$134.10,$45.00,"$13,410.00","$4,500.00","$8,910.00",66.4%,2024-10-13,Delivered
100375,2024-09-22,"Contoso, Ltd.",B2C,Central,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-09-29,Delivered
100376,2024-09-22,Sporting Goods Retail,B2C,International,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,2,$89.00,$28.00,$178.00,$56.00,$122.00,68.5%,2024-09-27,Delivered
100377,2024-09-22,"Contoso, Ltd.",B2C,East,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,4,$149.00,$45.00,$596.00,$180.00,$416.00,69.8%,2024-09-28,Delivered
100378,2024-09-22,Direct eCommerce,B2C,Central,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,2,$129.00,$39.00,$258.00,$78.00,$180.00,69.8%,2024-09-29,Delivered
100379,2024-09-22,"Contoso, Ltd.",B2C,International,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-09-28,Delivered
100380,2024-09-23,Sporting Goods Retail,B2C,West,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,2,$149.00,$45.00,$298.00,$90.00,$208.00,69.8%,2024-09-27,Delivered
100381,2024-09-23,"Contoso, Ltd.",B2C,International,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-09-26,Delivered
100382,2024-09-23,Direct eCommerce,B2C,International,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,2,$89.00,$28.00,$178.00,$56.00,$122.00,68.5%,2024-10-02,Delivered
100383,2024-09-23,Direct eCommerce,B2C,West,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,2,$169.00,$52.00,$338.00,$104.00,$234.00,69.2%,2024-09-29,Delivered
100384,2024-09-24,Direct eCommerce,B2C,Central,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,1,$179.00,$58.00,$179.00,$58.00,$121.00,67.6%,2024-09-27,Delivered
100385,2024-09-24,Direct eCommerce,B2C,West,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,4,$79.00,$25.00,$316.00,$100.00,$216.00,68.4%,2024-09-30,Delivered
100386,2024-09-24,Sporting Goods Retail,B2C,International,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,3,$79.00,$25.00,$237.00,$75.00,$162.00,68.4%,2024-09-28,Delivered
100387,2024-09-24,Direct eCommerce,B2C,International,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,1,$119.00,$38.00,$119.00,$38.00,$81.00,68.1%,2024-10-02,Delivered
100388,2024-09-24,Northwind Traders,B2B,Central,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,200,$107.10,$38.00,"$21,420.00","$7,600.00","$13,820.00",64.5%,2024-10-03,Delivered
100389,2024-09-24,"Contoso, Ltd.",B2B,West,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,30,$79.00,$25.00,"$2,370.00",$750.00,"$1,620.00",68.4%,2024-10-04,Delivered
100390,2024-09-25,Adatum Corporation,B2B,East,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,50,$113.05,$38.00,"$5,652.50","$1,900.00","$3,752.50",66.4%,2024-10-02,Delivered
100391,2024-09-26,Direct eCommerce,B2C,International,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,1,$179.00,$58.00,$179.00,$58.00,$121.00,67.6%,2024-10-05,Delivered
100392,2024-09-27,"Contoso, Ltd.",B2C,Central,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-10-03,Delivered
100393,2024-09-27,Direct eCommerce,B2C,International,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,1,$149.00,$45.00,$149.00,$45.00,$104.00,69.8%,2024-10-02,Delivered
100394,2024-09-27,Direct eCommerce,B2C,West,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-09-30,Delivered
100395,2024-09-27,Direct eCommerce,B2C,West,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,1,$119.00,$38.00,$119.00,$38.00,$81.00,68.1%,2024-10-02,Delivered
100396,2024-09-27,Alpine Ski House,B2B,West,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,100,$152.10,$52.00,"$15,210.00","$5,200.00","$10,010.00",65.8%,2024-10-18,Delivered
100397,2024-09-28,Direct eCommerce,B2C,West,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,1,$149.00,$45.00,$149.00,$45.00,$104.00,69.8%,2024-10-06,Delivered
100398,2024-09-29,Direct eCommerce,B2C,East,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-10-04,Delivered
100399,2024-09-29,Direct eCommerce,B2C,Central,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-10-06,Delivered
100400,2024-09-29,Direct eCommerce,B2C,International,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,1,$179.00,$58.00,$179.00,$58.00,$121.00,67.6%,2024-10-06,Delivered
100401,2024-09-30,Direct eCommerce,B2C,International,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,1,$149.00,$45.00,$149.00,$45.00,$104.00,69.8%,2024-10-06,Delivered
100402,2024-09-30,Direct eCommerce,B2C,West,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,1,$179.00,$58.00,$179.00,$58.00,$121.00,67.6%,2024-10-09,Delivered
100403,2024-09-30,Adatum Corporation,B2B,East,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,50,$113.05,$38.00,"$5,652.50","$1,900.00","$3,752.50",66.4%,2024-10-21,Delivered
100404,2024-10-01,"Contoso, Ltd.",B2C,East,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,1,$79.00,$25.00,$79.00,$25.00,$54.00,68.4%,2024-10-11,Delivered
100405,2024-10-01,"Contoso, Ltd.",B2C,Central,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,1,$169.00,$52.00,$169.00,$52.00,$117.00,69.2%,2024-10-08,Delivered
100406,2024-10-01,Boulder Innovations,B2B,West,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,100,$161.10,$58.00,"$16,110.00","$5,800.00","$10,310.00",64.0%,2024-10-23,Delivered
100407,2024-10-01,Consolidated Messenger,B2B,Central,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,20,$249.00,$82.00,"$4,980.00","$1,640.00","$3,340.00",67.1%,2024-10-18,Delivered
100408,2024-10-02,"Contoso, Ltd.",B2C,East,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-10-07,Delivered
100409,2024-10-02,Bellows College,B2B,East,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,75,$160.55,$52.00,"$12,041.25","$3,900.00","$8,141.25",67.6%,2024-10-09,Delivered
100410,2024-10-03,Direct eCommerce,B2C,West,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,1,$129.00,$39.00,$129.00,$39.00,$90.00,69.8%,2024-10-12,Delivered
100411,2024-10-03,Direct eCommerce,B2C,East,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,1,$179.00,$58.00,$179.00,$58.00,$121.00,67.6%,2024-10-10,Delivered
100412,2024-10-03,"Contoso, Ltd.",B2C,West,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,2,$79.00,$25.00,$158.00,$50.00,$108.00,68.4%,2024-10-13,Delivered
100413,2024-10-03,"Contoso, Ltd.",B2C,International,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,2,$179.00,$58.00,$358.00,$116.00,$242.00,67.6%,2024-10-06,Delivered
100414,2024-10-03,"Contoso, Ltd.",B2C,West,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,2,$169.00,$52.00,$338.00,$104.00,$234.00,69.2%,2024-10-07,Delivered
100415,2024-10-04,"Contoso, Ltd.",B2C,West,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,1,$169.00,$52.00,$169.00,$52.00,$117.00,69.2%,2024-10-13,Delivered
100416,2024-10-04,"Contoso, Ltd.",B2C,West,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,5,$169.00,$52.00,$845.00,$260.00,$585.00,69.2%,2024-10-07,Delivered
100417,2024-10-04,"Contoso, Ltd.",B2C,East,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,1,$149.00,$45.00,$149.00,$45.00,$104.00,69.8%,2024-10-14,Delivered
100418,2024-10-05,Direct eCommerce,B2C,International,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,1,$79.00,$25.00,$79.00,$25.00,$54.00,68.4%,2024-10-09,Delivered
100419,2024-10-05,Direct eCommerce,B2C,West,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,1,$119.00,$38.00,$119.00,$38.00,$81.00,68.1%,2024-10-10,Delivered
100420,2024-10-05,Adatum Corporation,B2B,East,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,50,$141.55,$45.00,"$7,077.50","$2,250.00","$4,827.50",68.2%,2024-10-26,Delivered
100421,2024-10-06,"Contoso, Ltd.",B2C,International,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,1,$169.00,$52.00,$169.00,$52.00,$117.00,69.2%,2024-10-14,Delivered
100422,2024-10-06,Sporting Goods Retail,B2C,West,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,1,$149.00,$45.00,$149.00,$45.00,$104.00,69.8%,2024-10-09,Delivered
100423,2024-10-06,Sporting Goods Retail,B2C,East,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,2,$169.00,$52.00,$338.00,$104.00,$234.00,69.2%,2024-10-12,Delivered
100424,2024-10-07,"Contoso, Ltd.",B2C,East,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,2,$169.00,$52.00,$338.00,$104.00,$234.00,69.2%,2024-10-16,Delivered
100425,2024-10-08,Sporting Goods Retail,B2C,East,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-10-18,Delivered
100426,2024-10-08,Sporting Goods Retail,B2C,East,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-10-14,Delivered
100427,2024-10-09,"Contoso, Ltd.",B2C,East,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,2,$149.00,$45.00,$298.00,$90.00,$208.00,69.8%,2024-10-17,Delivered
100428,2024-10-09,Direct eCommerce,B2C,Central,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,1,$169.00,$52.00,$169.00,$52.00,$117.00,69.2%,2024-10-19,Delivered
100429,2024-10-09,"Contoso, Ltd.",B2C,International,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,2,$169.00,$52.00,$338.00,$104.00,$234.00,69.2%,2024-10-13,Delivered
100430,2024-10-09,Adatum Corporation,B2B,East,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,100,$116.10,$39.00,"$11,610.00","$3,900.00","$7,710.00",66.4%,2024-11-04,Delivered
100431,2024-10-09,"Fabrikam, Inc.",B2B,East,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,300,$224.10,$82.00,"$67,230.00","$24,600.00","$42,630.00",63.4%,2024-10-25,Delivered
100432,2024-10-10,Direct eCommerce,B2C,Central,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,1,$79.00,$25.00,$79.00,$25.00,$54.00,68.4%,2024-10-14,Delivered
100433,2024-10-10,Direct eCommerce,B2C,International,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,1,$79.00,$25.00,$79.00,$25.00,$54.00,68.4%,2024-10-19,Delivered
100434,2024-10-10,"Contoso, Ltd.",B2C,East,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,2,$79.00,$25.00,$158.00,$50.00,$108.00,68.4%,2024-10-20,Delivered
100435,2024-10-10,"Contoso, Ltd.",B2C,Central,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,2,$79.00,$25.00,$158.00,$50.00,$108.00,68.4%,2024-10-15,Delivered
100436,2024-10-10,"Contoso, Ltd.",B2C,West,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,1,$79.00,$25.00,$79.00,$25.00,$54.00,68.4%,2024-10-18,Delivered
100437,2024-10-11,"Contoso, Ltd.",B2C,International,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,3,$129.00,$39.00,$387.00,$117.00,$270.00,69.8%,2024-10-20,Delivered
100438,2024-10-11,"Contoso, Ltd.",B2C,International,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,1,$179.00,$58.00,$179.00,$58.00,$121.00,67.6%,2024-10-16,Delivered
100439,2024-10-11,Direct eCommerce,B2C,Central,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,2,$149.00,$45.00,$298.00,$90.00,$208.00,69.8%,2024-10-14,Delivered
100440,2024-10-11,Direct eCommerce,B2C,East,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,1,$119.00,$38.00,$119.00,$38.00,$81.00,68.1%,2024-10-21,Delivered
100441,2024-10-11,Direct eCommerce,B2C,West,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,2,$179.00,$58.00,$358.00,$116.00,$242.00,67.6%,2024-10-18,Delivered
100442,2024-10-12,Direct eCommerce,B2C,International,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,2,$169.00,$52.00,$338.00,$104.00,$234.00,69.2%,2024-10-18,Delivered
100443,2024-10-12,Sporting Goods Retail,B2C,East,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-10-19,Delivered
100444,2024-10-12,Direct eCommerce,B2C,West,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,1,$89.00,$28.00,$89.00,$28.00,$61.00,68.5%,2024-10-22,Delivered
100445,2024-10-12,Direct eCommerce,B2C,East,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,3,$149.00,$45.00,$447.00,$135.00,$312.00,69.8%,2024-10-20,Delivered
100446,2024-10-13,Direct eCommerce,B2C,East,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-10-19,Delivered
100447,2024-10-13,"Contoso, Ltd.",B2C,Central,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,2,$89.00,$28.00,$178.00,$56.00,$122.00,68.5%,2024-10-18,Delivered
100448,2024-10-13,Direct eCommerce,B2C,Central,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,5,$169.00,$52.00,$845.00,$260.00,$585.00,69.2%,2024-10-20,Delivered
100449,2024-10-13,"Contoso, Ltd.",B2C,West,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,1,$149.00,$45.00,$149.00,$45.00,$104.00,69.8%,2024-10-20,Delivered
100450,2024-10-14,Sporting Goods Retail,B2C,Central,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,1,$79.00,$25.00,$79.00,$25.00,$54.00,68.4%,2024-10-20,Delivered
100451,2024-10-14,"Contoso, Ltd.",B2C,Central,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-10-23,Delivered
100452,2024-10-14,Sporting Goods Retail,B2C,West,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-10-23,Delivered
100453,2024-10-14,Direct eCommerce,B2C,International,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,2,$119.00,$38.00,$238.00,$76.00,$162.00,68.1%,2024-10-24,Delivered
100454,2024-10-15,"Contoso, Ltd.",B2C,Central,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,2,$149.00,$45.00,$298.00,$90.00,$208.00,69.8%,2024-10-19,Delivered
100455,2024-10-15,"Contoso, Ltd.",B2C,East,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-10-25,Delivered
100456,2024-10-15,Direct eCommerce,B2C,Central,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,1,$119.00,$38.00,$119.00,$38.00,$81.00,68.1%,2024-10-20,Delivered
100457,2024-10-16,Direct eCommerce,B2C,West,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,4,$169.00,$52.00,$676.00,$208.00,$468.00,69.2%,2024-10-20,Delivered
100458,2024-10-16,Direct eCommerce,B2C,International,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,1,$179.00,$58.00,$179.00,$58.00,$121.00,67.6%,2024-10-26,Delivered
100459,2024-10-17,Direct eCommerce,B2C,Central,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,5,$129.00,$39.00,$645.00,$195.00,$450.00,69.8%,2024-10-22,Delivered
100460,2024-10-17,Direct eCommerce,B2C,Central,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,1,$119.00,$38.00,$119.00,$38.00,$81.00,68.1%,2024-10-21,Delivered
